Nombre,Descripción,Tipo de lugar,Dirección,Municipio,Provincia,Postal Code,Marcas,Email,Teléfono,WEB,URL amigable,Visita Guiada,Capacidad,Tienda,Tipo de Cultura,Coordenadas GPS,LATWGS84,LONWGS84
Palacio Garro,"El precioso palacio Garro, construido en el siglo XVII, se halla en el centro de Leintz Gatzaga.T...",Patrimonio cultural,"Santiago, 2",Leintz-Gatzaga,Gipuzkoa,20530.0,Montes y Valles vascos,turismoa@leintzgatzaga.com,943 714 792,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-garro/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.9866418,-2.568694800000003",42.9866418,-2.568694800000003
Santiago Etxea,"Los primeros documentos de la ermita Santiago se hallaron en el siglo XV. Sin embargo, alguna de ...",Patrimonio cultural,Ctra de Donostia / N-634,Zumaia,Gipuzkoa,20750.0,Costa Vasca,info@espaciozuloaga.com,677 078 445,,https://turismoa.euskadi.eus/es/patrimonio-cultural/santiago-etxea/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.29796835538641,-2.2473048207625634",43.29796835538641,-2.2473048207625634
Yacimiento arqueológico de Idiakaitz,El yacimiento arqueológico de Idiakaitz (Irikaitz) fue descubierto en 1996 por miembros de...,Patrimonio cultural,"Entre el balneario y el palacio Lilí, al lado de la antigua estación del ferrocarril del Urola",Zestoa,Gipuzkoa,20740.0,Montes y Valles vascos,info@zestoaturismo.net,943 868 812,,https://turismoa.euskadi.eus/es/patrimonio-cultural/yacimiento-arqueologico-de-idiakaitz/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.23557401499462,-2.255730402099627",43.23557401499462,-2.255730402099627
Torre de Terreros,La torre de Terreros fue construida por Juan Galíndez de Terreros en el siglo XV. Es ...,Patrimonio cultural,Barrio La Herrera,Zalla,Bizkaia,48860.0,Montes y Valles vascos,info@enkartur.eus,946 390 001,,https://turismoa.euskadi.eus/es/patrimonio-cultural/torre-de-terreros/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.20540210715652,-3.171282775146489",43.20540210715652,-3.171282775146489
Palacio Murga,"El palacio de Murga es un edificio barroco del siglo XVII, con planta rectangular. En su ori...",Patrimonio cultural,"Cosme Bibanko Etxebarria, 2",Zalla,Bizkaia,48860.0,Montes y Valles vascos,sac@zalla.eus,946 390 001,http://www.zalla.eus/,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-murga/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.21349186336884,-3.1341570239426364",43.21349186336884,-3.1341570239426364
Torre Zamudio,"La torre de Zamudio está situada en el barrio Elexalde, junto a la iglesia parroquial y en...",Patrimonio cultural,"Barrio Elexalde, 2",Zamudio,Bizkaia,48170.0,Montes y Valles vascos,udalliburutegia@zamudio.eus,944 520 204,,https://turismoa.euskadi.eus/es/patrimonio-cultural/torre-zamudio/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.284749012591774,-2.8675408026550353",43.284749012591774,-2.867540802655036
Santuario de Dorleta,"El santuario de Dorleta está emplazado en el territorio histórico de Gipuzkoa, en L...",Patrimonio cultural,Santuario de Dorleta,Leintz-Gatzaga,Gipuzkoa,20530.0,Montes y Valles vascos,info@gatzmuseoa.com,943 714 792,,https://turismoa.euskadi.eus/es/patrimonio-cultural/santuario-de-dorleta/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.98219960230834,-2.5655109288360367",42.98219960230834,-2.5655109288360367
Castillo San Telmo,"El Castillo de San Telmo, emplazado sobre un acantilado de la bahía de Híger, forma...",Patrimonio cultural,"Pierre Lhande Kalea, 2",Hondarribia,Gipuzkoa,20280.0,Costa Vasca,,,,https://turismoa.euskadi.eus/es/patrimonio-cultural/castillo-san-telmo/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.3896283,-1.7895863",43.3896283,-1.7895863
Casa Consistorial de Eibar,"Este edificio, considerado monumento del País Vasco, fue inaugurado el 14 de septiembre de...",Patrimonio cultural,"Plaza Untzaga, 1",Eibar,Gipuzkoa,20600.0,Montes y Valles vascos,pegora@eibar.eus,943 708 400,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-consistorial-de-eibar/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.1844147,-2.47335129",43.1844147,-2.47335129
Casa-Torre de Unzueta,Los Unzueta han estado desde siempre unidos a la historia de Eibar y de Gipuzkoa. En la Edad Medi...,Patrimonio cultural,"Gorosta Balle, 34",Eibar,Gipuzkoa,20600.0,Montes y Valles vascos,,943 121 698,https://egoibarra.eus/es/fotos/indalecio-ojanguren-diputacion/Casa-Torre-Unzueta/view,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-torre-de-unzueta/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.19094700937334,-2.45212854047546",43.19094700937334,-2.45212854047546
Convento de los Padres Benedictinos,"Emplazado al lado del Palacio de los Lazcano, el Convento de los Padres Benedictinos (o Monasteri...",Patrimonio cultural,"Calle Elosegi, 25",Lazkao,Gipuzkoa,20210.0,Montes y Valles vascos,benedictinos@euskalnet.net,943 880 170,,https://turismoa.euskadi.eus/es/patrimonio-cultural/convento-de-los-padres-benedictinos/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.0365573,-2.1878374",43.0365573,-2.1878374
Balneario de Zestoa,Cuenta la tradición que en 1760 el Marqués de San Millán paseaba tranquilame...,Patrimonio cultural,"Camino de San Juan, 30",Zestoa,Gipuzkoa,20740.0,Montes y Valles vascos,reservas@relaistermal.com,943 147 140,https://www.balneariosrelaistermal.com/es/balneario-cestona/,https://turismoa.euskadi.eus/es/patrimonio-cultural/balneario-de-zestoa/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.2328115,-2.2575951",43.2328115,-2.2575951
Palacio de Arbelaiz,El Palacio Arbelaiz es una de las casas más representativas de Irun. Construido en el sigl...,Patrimonio cultural,"Calle de la iglesia, 8",Irun,Gipuzkoa,20302.0,Montes y Valles vascos,,943 020 732,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-arbelaiz/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.339101679007214,-1.7881973490738057",43.339101679007214,-1.7881973490738057
Parroquia de San Pedro,"La parroquia de San Pedro es uno de los edificios más emblemáticos de Zumaia, ya qu...",Patrimonio cultural,"Mari Kalea, s/n",Zumaia,Gipuzkoa,20750.0,Costa Vasca,,943 143 396,,https://turismoa.euskadi.eus/es/patrimonio-cultural/parroquia-de-san-pedro/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.29728634710684,-2.256667477909795",43.29728634710684,-2.256667477909795
Muralla de Orduña,La muralla de la ciudad de Orduña es el conjunto defensivo público más impor...,Patrimonio cultural,Junto a la parroquia de Santa María,Urduña/Orduña,Bizkaia,48460.0,Montes y Valles vascos,turismo@urduna.com,945 384 384,,https://turismoa.euskadi.eus/es/patrimonio-cultural/muralla/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.99527951233731,-3.0078750834670642",42.99527951233731,-3.007875083467064
Iglesia de la Sagrada Familia,La iglesia de la Sagrada Familia es conocida actualmente como la iglesia de San Juan.Es un templo...,Patrimonio cultural,Plaza de los Fueros,Urduña/Orduña,Bizkaia,48460.0,Montes y Valles vascos,,945 384 384,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-la-sagrada-familia/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.994331492067786,-3.009862757979247",42.994331492067786,-3.009862757979247
Aduana,"El colosal edificio de la Aduana fue construido por orden de Carlos III, entre los años 17...",Patrimonio cultural,"Plaza de los Fueros, 15",Urduña/Orduña,Bizkaia,48460.0,Montes y Valles vascos,turismo@urduna.com,945 384 384,,https://turismoa.euskadi.eus/es/patrimonio-cultural/aduana/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.99471699724912,-3.010149466508185",42.99471699724912,-3.010149466508185
Ermita de San Marcial,"Esta ermita esta ubicada en el bello paisaje del monte Aldabe, conocido por los iruneses como San...",Patrimonio cultural,"Barrio Behobia, 26, Monte San Marcial",Irun,Gipuzkoa,20305.0,Montes y Valles vascos,turismo@bidasoa-activa.com,943 645 458,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-san-marcial/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.33123399636111,-1.766325831413269",43.33123399636111,-1.766325831413269
Palacio Urdanibia,"El Palacio Urdanibia se encuentra a pocos kilómetros del centro urbano de Irun, sobre un v...",Patrimonio cultural,"Avenida Jaizubia, 1 <br/>",Irun,Gipuzkoa,20305.0,Montes y Valles vascos,,943 020 732,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-urdanibia/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.3394097,-1.820212500000025",43.3394097,-1.820212500000025
Palacio Zumaia,El palacio Zumaia fue construido al lado de la parroquia de San Pedro por la familia Zumaia Gambo...,Patrimonio cultural,"Harategi kalea, 6",Zumaia,Gipuzkoa,20750.0,Costa Vasca,turismoa@zumaia.eus,943 143 396,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-zumaia/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.29707790949452,-2.257181038028646",43.29707790949452,-2.257181038028646
Palacio de los Lazcano,"El Palacio de los Lazcano data del siglo XVII, ya que fue construido entre 1620 y 1640. Erigido d...",Patrimonio cultural,"Calle Elosegi, 30",Lazkao,Gipuzkoa,20210.0,Montes y Valles vascos,kultura@lazkao.eus,943 088 080,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-los-lazcano/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.03587411471687,-2.187763649351493",43.03587411471687,-2.187763649351493
Balneario de Alzola,Cuenta la leyenda que las aguas termales de Alzola fueron descubiertas por unos niños que ...,Patrimonio cultural,Barrio Alzola,Elgoibar,Gipuzkoa,20870.0,Montes y Valles vascos,alzola@alzola.com,943740288,https://www.alzola.com/balneario-de-alzola/,https://turismoa.euskadi.eus/es/patrimonio-cultural/balneario-de-alzola/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.236559,-2.4008",43.236559,-2.4008
Palacio de Foronda,"El espectacular palacio de Foronda, construido para el Marqués de Foronda como casa de ver...",Patrimonio cultural,"Odieta kalea, 2",Zumaia,Gipuzkoa,20750.0,Costa Vasca,kultura@zumaia.eus,943 861 056,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-foronda/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.294969899999984,-2.2590639889549458",43.294969899999984,-2.2590639889549458
Casa-Torre de Alzola,"Los primeros datos sobre este edificio, que alberga actualmente las oficinas del Departamento de ...",Patrimonio cultural,"Kalebarren plaza, 3<br/>",Elgoibar,Gipuzkoa,20870.0,Montes y Valles vascos,kultura@elgoibar.eus,943 742 158,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-torre-de-alzola/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.21554829999999,-2.4154233",43.21554829999999,-2.4154233
Parroquia de San Bartolomé,"La parroquia de Elgoibar, del siglo XVII, fue obra de los arquitectos Longa, Larraza e Ibero que ...",Patrimonio cultural,Plaza de los Fueros,Elgoibar,Gipuzkoa,20870.0,Montes y Valles vascos,arreta@elgoibar.eus,943 74 46 58,,https://turismoa.euskadi.eus/es/patrimonio-cultural/parroquia-de-san-bartolome/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.213730302542956,-2.416168237295555",43.21373030254296,-2.416168237295555
Ermita de San Lorenzo (Beizama),"La ermita de San Lorenzo fue antiguamente la iglesia principal del entorno de Beizama, debido a q...",Patrimonio cultural,Barrio Agiñamendi,Beizama,Gipuzkoa,20739.0,Montes y Valles vascos,udala@beizama.eus,943 816 338,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-san-lorenzo-beizama/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.13543928291092,-2.1931532025939693",43.13543928291092,-2.1931532025939693
Puente de Anunzibai,"El puente de Anunzibai, ubicado en la entrada del valle de Orozko y construido por Martín ...",Patrimonio cultural,Barrio de Anunzibai<br/>,Orozko,Bizkaia,48410.0,Montes y Valles vascos,turismo@gorbeialdea.com,946 122 695,http://www.orozkoudala.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/puente-de-anunzibai/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.14045124738628,-2.93895377063905",43.14045124738628,-2.93895377063905
Ermita de la Virgen de la Soledad,La ermita de la Virgen de la Soledad está situada en la carretera que une Beizama con Tolo...,Patrimonio cultural,"Carretera GI-3720, entre Beizama y Tolosa",Beizama,Gipuzkoa,20739.0,Montes y Valles vascos,udala@beizama.eus,943 816 338,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-la-virgen-de-la-soledad/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.13313743845234,-2.1970906854278316",43.13313743845234,-2.197090685427832
Torre de Aranguren,"La torre de Aranguren, ubicada en el municipio de Orozko, constituye uno de los edificios m&aacut...",Patrimonio cultural,Barrio de Aranguren,Orozko,Bizkaia,48410.0,Montes y Valles vascos,turismo@gorbeialdea.com,946 122 695,,https://turismoa.euskadi.eus/es/patrimonio-cultural/torre-de-aranguren/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.09689211034005,-2.8692877851806564",43.09689211034005,-2.8692877851806564
Iglesia de San Pedro de Murueta,"La hermosa iglesia de San Pedro de Murueta, enclavada en el municipio de Orozko, ha sido reciente...",Patrimonio cultural,Barrio de Murueta,Orozko,Bizkaia,48410.0,Montes y Valles vascos,,946 122 695,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-pedro-de-murueta/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.12588775126705,-2.9304562947051904",43.12588775126705,-2.9304562947051904
Iglesia de San Bartolomé de Olarte,"La iglesia San Bartolomé de Olarte, en el municipio de Orozko, es un sencillo templo de un...",Patrimonio cultural,Barrio de Olarte-Ibarra,Orozko,Bizkaia,48410.0,Montes y Valles vascos,turismo@gorbeialdea.com,946 122 695,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-bartolome-de-olarte/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.09701490834857,-2.8626394216394213",43.09701490834857,-2.8626394216394213
Parte Vieja de San Sebastián,"El lugar más visitado de Donostia / San Sebastián es, sin duda, la Parte Vieja.Est&...",Patrimonio cultural,,Donostia / San Sebastián,Gipuzkoa,20003.0,"Costa Vasca,San Sebastián",sansebastianturismoa@donostia.eus,943 481 166,,https://turismoa.euskadi.eus/es/patrimonio-cultural/parte-vieja-de-donostia-san-sebastian/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.32357281958017,-1.9850581474990903",43.32357281958017,-1.9850581474990905
Casa Azkarate Marutegi (Agirrebeña),"La casa Azkarate Marutegi de Bergara, conocida también como Agirrebeña, s...",Patrimonio cultural,Plaza Ariznoa,Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 769 003,,https://turismoa.euskadi.eus/es/patrimonio-cultural/azkarate-marutegi-agirrebena/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.11721943682627,-2.4127560313522367",43.11721943682627,-2.4127560313522367
Santuario de Nuestra Señora de Udiarraga,La iglesia Nuestra Señora de Udiarraga es el edificio artístico más emblem&a...,Patrimonio cultural,"Udiarraga, s/n",Ugao-Miraballes,Bizkaia,48490.0,Montes y Valles vascos,ugaokoudala@bizkaia.org,946 480 711,,https://turismoa.euskadi.eus/es/patrimonio-cultural/santuario-de-nuestra-senora-de-udiarraga/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.178860825041035,-2.902025489024358",43.17886082504104,-2.902025489024358
Casa Arrese,La Casa Arrese es una construcción de principios del siglo XVI. Sus características...,Patrimonio cultural,"Barrenkalea, 30",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 779 128,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-arrese/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.11865264299038,-2.4124154932540964",43.11865264299038,-2.4124154932540964
Casa Bolo de Larrea,El caserío Bolo es un buen exponente de la arquitectura doméstica y defensiva de lo...,Patrimonio cultural,"Arralde, 1",Barrundia,Araba/Álava,1206.0,Montes y Valles vascos,abarrundia.ana@ayto.alava.net,945 317 006,https://www.ayuntamiento.org/barrundia.htm,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-bolo-de-larrea/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.916241795862916,-2.462884783744812",42.91624179586292,-2.462884783744812
Parroquia de San Pedro de Ariznoa,"El templo actual es de los siglos XVI y XVII, aunque se edificó ocupando el mismo lugar de...",Patrimonio cultural,"Ariznoa Plaza, 1",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 769 003,,https://turismoa.euskadi.eus/es/patrimonio-cultural/parroquia-de-san-pedro-de-ariznoa/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.11733512637516,-2.4126747000000237",43.11733512637516,-2.412674700000024
Casa Torre Gabiria,"La Casa Torre Gabiria fue construida en la vera del río Deba, dominando los terrenos de la...",Patrimonio cultural,"Gabiria kalea, 4 (barrio San Antonio)",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 769 003,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-torre-gabiria/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.1109658,-2.4151975",43.1109658,-2.4151975
Solacueva de Lacozmonte,Las pinturas rupestres existentes en esta cueva demuestran la presencia de vida humana desde la E...,Patrimonio cultural,,Kuartango,Araba/Álava,1439.0,Montes y Valles vascos,anana@cuadrilladeanana.es,945 355089,,https://turismoa.euskadi.eus/es/patrimonio-cultural/solacueva-de-lacozmonte/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.8851727,-2.9175955000000613",42.8851727,-2.9175955000000613
Iglesia de Santa María la Real,"Los primeros datos sobre la iglesia de Santa María la Real son del siglo XIII, aunque la e...",Patrimonio cultural,"Calle de Kalebarren, 2",Soraluze-Placencia de las Armas,Gipuzkoa,20590.0,Montes y Valles vascos,udala@soraluze.eus,943 753 043,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-santa-maria-la-real/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.17421757048787,-2.4124588753243126",43.17421757048787,-2.4124588753243126
Ermita de Nuestra Señora de Ezozia,"El aspecto exterior de la ermita de Nuestra Señora de Ezozia, erigida a finales del siglo ...",Patrimonio cultural,Barrio Ezozia,Soraluze-Placencia de las Armas,Gipuzkoa,20590.0,Montes y Valles vascos,sustapena@soraluze.eus,943 753 043,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-nuestra-senora-de-ezozia/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.1822782660888,-2.4200238815368746",43.1822782660888,-2.420023881536874
Casa Torre Ozaeta,"La Casa Torre Ozaeta es hoy propiedad de Koldo Lasa, quien ha ubicado allí el Restaurante ...",Patrimonio cultural,"Zubiaurre, s/n",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 761 055,http://www.restaurantelasa.es/,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-torre-ozaeta/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.1071876,-2.4186624",43.1071876,-2.4186624
Ruta de dólmenes Karaketa-Irukurutzeta,"Esta ruta, apodada ""La Ruta de los Dólmenes"" por el eminente paleontólogo...",Patrimonio cultural,"Entre los montes Karakate, Atxolin e Irukurutzeta",Soraluze-Placencia de las Armas,Gipuzkoa,20590.0,Montes y Valles vascos,,943 753 043,https://www.debabarrenaturismo.com/es/ruta-dolmenes/,https://turismoa.euskadi.eus/es/patrimonio-cultural/ruta-de-dolmenes-karaketa-irukurutzeta/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.18089629047911,-2.404343212936393",43.18089629047911,-2.404343212936393
Palacio de Egino-Mallea,La fachada del Palacio Egino-Mallea es una de las mejor conservadas de la época renacentis...,Patrimonio cultural,"Masterreka, 1",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 769 003,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-egino-mallea/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.11935095480289,-2.4124705406884672",43.11935095480289,-2.4124705406884672
Hórreo de Agirre,El de Agirre (o Agarre) es el único hórreo auténtico de ...,Patrimonio cultural,"Agirre auzoa, 7",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 769 003,,https://turismoa.euskadi.eus/es/patrimonio-cultural/horreo-de-agirre/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.10919042586563,-2.4246517212875496",43.10919042586563,-2.4246517212875496
Palacio de Irizar,"El Palacio Irizar, conocido también como Urrutia-Espilla, fue construido en el siglo XVII ...",Patrimonio cultural,"Barrenkalea, 33",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 769 003,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-irizar/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.118949699999995,-2.4124679576721064",43.1189497,-2.4124679576721064
Casa Jauregi,La Casa Jauregi fue construida a principios del siglo XVI. Hoy en día está dividido...,Patrimonio cultural,"Bidekurutzeta, 2",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,+34 943 769 003,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-jauregi/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.117283436842655,-2.4136045171966614",43.117283436842655,-2.4136045171966614
Casa número 3 de Goenkalea,"Esta casa fue erigida a principios del siglo XVI, y se ha conservado hasta hoy debido a que fue c...",Patrimonio cultural,"Goenkalea, 3",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 769 003,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-numero-3-de-goenkalea/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.11766799999999,-2.4124766",43.11766799999999,-2.4124766
Parroquia de Santa Marina de Oxirondo,"La construcción de esta parroquia, ejemplo del gótico vasco, se llevó a cabo...",Patrimonio cultural,"Urdangarin Ibiltokia, s/n",Bergara,Gipuzkoa,20570.0,Montes y Valles vascos,turismoa@bergara.eus,943 769 003,,https://turismoa.euskadi.eus/es/patrimonio-cultural/parroquia-de-santa-marina-de-oxirondo/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.11947533677802,-2.4152199116393924",43.11947533677802,-2.4152199116393924
Santuario de la Antigua,La fundación de la iglesia de Nuestra Señora de Orduña está relaciona...,Patrimonio cultural,"Paseo de La Antigua, 56",Urduña/Orduña,Bizkaia,48460.0,Montes y Valles vascos,turismo@urduna.com,945 384 384,,https://turismoa.euskadi.eus/es/patrimonio-cultural/santuario-de-la-antigua/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.99297816226006,-3.0221067159385395",42.99297816226006,-3.0221067159385395
"Las Cuevas de Arrikrutz, un fascinante mundo subterráneo","Un espacio, en el que el paso de los siglos no ha hecho más que incrementar su belleza.Las...",Patrimonio cultural,Subida de Arantzazu. Desvío al barrio de Araotz.,Oñati,Gipuzkoa,20560.0,Montes y Valles vascos,arrikrutz@onati.eus,943 082 000,https://onatiturismo.eus,https://turismoa.euskadi.eus/es/patrimonio-cultural/cueva-de-arrikrutz/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.99735917914816,-2.4280321311492803",42.99735917914816,-2.4280321311492803
Bosque de Oma,"El Bosque de Oma estrena ubicaciónUbicado en Kortezubi, dentro de la Reserva de la Biosfer...",Patrimonio cultural,Barrio de Oma,Kortezubi,Bizkaia,48315.0,Montes y Valles vascos,oma@bizkaia.eus,944 651 657,,https://turismoa.euskadi.eus/es/patrimonio-cultural/bosque-de-oma/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.3366316,-2.6167591",43.3366316,-2.6167591
Tabakalera. Centro Internacional de Cultura Contemporánea de San Sebastián,"El edificio, que fue durante casi un siglo fábrica de tabacos, es hoy Centro de Cultura Co...",Auditorios; Museos; Galerías de arte y salas de exposiciones,"Plaza de las Cigarreras, 1",Donostia / San Sebastián,Gipuzkoa,20012.0,San Sebastián,info@tabakalera.eus,943 118 855,https://www.tabakalera.eus/es/,https://turismoa.euskadi.eus/es/museos/tabakalera-centro-internacional-de-cultura-contemporanea-de-san-sebastian/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"43.317040032654525,-1.9756239588607882",43.317040032654525,-1.975623958860788
Jardín Botánico de Santa Catalina,"En el Jardín Botánico de Santa Catalina, a escasos kilómetros de Vitoria-Gas...",Patrimonio cultural,,Iruña Oka/Iruña de Oca,Araba/Álava,1191.0,Montes y Valles vascos,jardincatalina@gmail.com,688 897 048,https://jardinbotanicosantacatalina.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/jardin-botanico-de-santa-catalina/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.85090443133567,-2.805369430810515",42.85090443133567,-2.805369430810515
Teatro Campos Elíseos Antzokia,El Teatro Campos Elíseos es uno de los edificios más emblemáticos de Bilbao....,Teatros y Cines,"Bertendona, 3 bis",Bilbao,Bizkaia,48008.0,Bilbao,taquillacampos@klemark.com,944 438 610,http://www.teatrocampos.com/,https://turismoa.euskadi.eus/es/teatros-cines/arteria-teatro-campos-eliseos-antzokia/webtur00-content/es/,0.0,0.0,1.0,Patrimonio Cultural,"43.2596537,-2.9312539",43.2596537,-2.9312539
Iglesia de Iesu,"La iglesia de Iesu es un templo católico de estilo moderno y diseño minimalista, co...",Patrimonio cultural,"Avenida Barcelona, 2 (Riberas de Loiola)",Donostia / San Sebastián,Gipuzkoa,20014.0,"Costa Vasca,San Sebastián",iesuparrokia@gmail.com,943 465 615,http://www.iesuparrokia.org/,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-iesu/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"43.307710060325896,-1.970994066795356",43.307710060325896,-1.970994066795356
Landetxo Goikoa,El caserío que se construyó aproximadamente en 1510 se encuentra ubicado en Mungia ...,Patrimonio cultural,Landetxo Goikoa,Mungia,Bizkaia,48100.0,Montes y Valles vascos,olentzero@izenaduba.com,946 740 061,http://www.izenaduba.com,https://turismoa.euskadi.eus/es/patrimonio-cultural/landetxo-goikoa/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.35669618715182,-2.855198843933058",43.35669618715182,-2.855198843933058
