Unnamed: 0,Nombre,Descripcion,Dirección,Municipio,Provincia,Entorno,Email,Teléfono,WEB,URL amigable,Calidad,Tipo de lugar,Sello,Nivel precio,Michelin,Repsol,lat,lon,valoracion,num_resenas,url_imagen,Active,Patrocinado
673,Asador Borda,Asador Borda,,Getxo,Vizcaya,Costa Vasca,borda@asadorborda.com,946 12 69 99,https://asadorborda.com/,https://turismoa.euskadi.eus/es/restaurantes/asador-borda/webtur00-content/es/,0,Asador,,Moderado,0,0,43.3390203,-3.0085308,4.3,379.0,https://places.googleapis.com/v1/places/ChIJvf97c8ZbTg0RUxeT_DRlXGs/photos/Ab43m-sf2iiclC_R362D0cRojgTefxz78PipiSfmdr7fWoLc47zbTRpA1bpkT8d2S7FzAJtjAIL8xy_3t9oglqkMf09XVpTqsbpCONw9iAmUsCtLgV84mHbGxPzIsbS_iT5fH3jJeK1Ejt9rG3OCKBDJjEO5nRHMWEtofIhm_tLx6LeBMvp2gwSydK23N2uNsKeThOWFd4qd_h02Rx-4ydltQ9z5pNWiUqxviWo-v_VGCOlm56ml2c-G3TxnnAH-SozA3g6RbYBhHuIR7Lv9JQ-g0Y_fDeXoHruf2PC2X1OZmw3cYkpqcsDBo9kjkxDvfoxhHTzZbmi16q7hrpENKINdPj2K5bBg6RyM7-GVSAQXS2Nd9lzHMFg3JYdrmXbvrwuJlAqCETq2aUYX-5rneinokigaUYT5qlcJwIy1Ryc4FPUbe9Jw/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
675,Bar La Triangu,Bar La Triangu,,Sopela,Vizcaya,Costa Vasca,,,,https://turismoa.euskadi.eus/es/restaurantes/bar-la-triangu/webtur00-content/es/,0,Restaurante,,Moderado,0,0,43.3804959,-2.9838777,4.1,2819.0,https://places.googleapis.com/v1/places/ChIJ6QGjwRRcTg0RY5NgWsT0ZLo/photos/Ab43m-un8XQSit64Z5xAmdxzFDne2FM6eJYpct3SVnE3ZpNcvnO0rTqj5cpy9psSg3ijO1y1WxQtIFHLZiWD4cQxyAgMU_sbtC_B0sfCArPlYZ9OKdm3lIJXcz_2W07wn7lz4T20Ye38L-drgThoCuqV2gEv2tB9bIwVK8wjE_NUt44JIKH3Go1_g8n_RaxswoNHulBXTbo5MLv6fcSRzqS6DIXO7N8nwc4kOAdygzRep2ELsho3lXdYI-UTbSKRR0d0JmsQZC6V8gWp9t7rilu6MjwndlbGwaOvrs0PPRlURrsCV-M85B5hhG5czJ65daEdhJ6IGfgLAaBDJCBKgyx6dzoA--CAW7FivXU8Rla52BgEQxtD7upfPGlO4GcK_EK6Xz_crVfW9Z9U1Dk4dEhS1S4SDVqg8xD1hDmhx--2ZV1eWQ/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
676,La Lonja,La Lonja,,Pasaia,Guipúzcoa,Costa Vasca,lonjapasaia@gmail.com,652 11 04 48,https://www.instagram.com/lalonjapasaia/,https://turismoa.euskadi.eus/es/restaurantes/la-lonja/webtur00-content/es/,0,Restaurante,,Moderado,0,0,43.32406149824647,-1.92675223809814,4.4,640.0,https://places.googleapis.com/v1/places/ChIJ5ak5ACKlUQ0RDY5GIpz-CQM/photos/Ab43m-urC3iRbeXuMd1MTb-wvViuX9he236yyfVXTW3hFiBMIXIEmNKCSiWDoM9OEGLOqCxWhTYAzPIFaZrTy7LdCLqpmMftgIiSAdYw_WKARLsoEDx6QjdU2wWCMJvBLne86FzRpPFISt3qaOeB5I1uzOQCkrMlXiFT-plub7UQ3oC0wbcTTo8z5YZ5EeRiRMHbuPhU4LefIIUBCyzJ0vpddO6O5F63vfNwF0U13pxA3xXpRRXu6CtOUA2-4odExaW_3hGBmLLmF4brLn6-rvS_t3HnG9Nmd7ngU4K8A8GkXbu6UhqBJkVLzCvz9CZFypyeDoyq5j1hEEyjcLVJjKRsM-83NWy9YyxaMfXpTvep8SDMfdFXIgu1Zj5ecNcoy8vU91OWnHzEDken7-BgB1oBelW_3FM5kijLs2njJYB-dk6Csf3UgXsmRXZImsO6Fz49/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
677,Cueva Dorretxe,Cueva Dorretxe,,Laguardia,Álava,Rioja Alavesa,enoturismo@cuevadorretxe.com,,https://www.cuevadorretxe.com/,https://turismoa.euskadi.eus/es/restaurantes/cueva-dorretxe/webtur00-content/es/,0,Bodega,Denominación de Origen,,0,0,42.5534885,-2.5848613,4.8,90.0,https://places.googleapis.com/v1/places/ChIJJ6Dkuuv5Tw0RdG1B_kZ8RYQ/photos/Ab43m-t2HX8kbkRn1bSZ2sEUIpHb311HAvFBKFZ-A0lhvtqt0xu7fO68yw2uzL-T3Aw_o9NZpAyW1G53FgboR5BtXPZ-IRJLw1yBQNsejfaZDVxPzotrJQ2JqSACEjOMhOeUTTH7ljYMU5aU_r56U0Ecb7YLyhtoQTGhLSqXGZL_vLLblIGRG00qH67PC7cuo1FtePaPv4Fh4CdeVOhFcfWEcpj60YDUxKFqbXf9Tica458svXDUp6tUbEOTqkXuVfwgQnFC7Dig2Fcwk58X7SZb6Th7c8sIc_dLEvw6UYbRpN73unHaFy9Zw-X-7xVib16eBZKioF4x4w68AMnvjhDCqamMirxT8qyPspz-77_wqofHVc9_ah0BYi4xzzJOwUWWbbdORx2XFspme2lJv51VcFHWn8umcy-pwgz67Tixdj2PbBKG/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
678,El Peñon de Sope,El Peñon de Sope ,,Sopela,Vizcaya,Costa Vasca,sopela@tocandoelmar.com,946 76 07 86,https://elpenondesopelana.com/,https://turismoa.euskadi.eus/es/restaurantes/el-penon-de-sope1/webtur00-content/es/,0,Restaurante,,Moderado,0,0,43.3902922,-2.9916825,4.4,5032.0,https://places.googleapis.com/v1/places/ChIJw109p0NcTg0Rf6z9EvjMgbo/photos/Ab43m-sNHaa9VYPy0bbK1An8p0NcV3CcJdnj55M47DUoVslqefDZ1BxPzHuZNkfydgNlJG9mAZlKxQYCjyt7KYu1ZcsExXudQ0zv9A7do4y7iMchJkqlGD7bjcgLk5YByZ1OH8nDf-9htKCzGOfAMufv5BNYW96h6f-Dgzgky0rkvgiz8WOsYh0Xb3_SAWxtZ6wxQtp2HAsQBRyy4fqk0OUbbkQ5BaJBeD4_iLTyljxdXd4bkkWVMl3GAyEO1uf8uSQFTl5wZ_aDRru816cUdEOE64CQO4mZ0qi4O9QnW4gGvRHovHxyanHIFcp6unxC7OONq31wfL3_O9vOumvHOQ3t-of_aUOFuZbvytVG3Qsy2RTJ6yg43GuPYkOtxSgHzfhVbfqo18UjRwBpWIcLlebqXyHc9kBNpDJw_kdqoDP9fIk5VkKk/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
679,Paladar de la Habana,Paladar de la Habana,,Portugalete,Vizcaya,Costa Vasca,info@puentecolgantebh.com,944 01 48 00,https://www.puentecolganteboutiquehotel.com/,https://turismoa.euskadi.eus/es/restaurantes/paladar-de-la-habana/webtur00-content/es/,0,Restaurante,,,0,0,43.3220262,-3.0175321,5.0,52.0,https://places.googleapis.com/v1/places/ChIJWXX3zSJbTg0RDLSN-kzFvtY/photos/Ab43m-sFK7EtlYJYJ2ZMucP2P-wjzlVfBc10rdpboY42ykXiGv3PBZgpx95BfwDvxwcoJQRao8OBxdsnNxQ3Q-Y1nlRLxaf3yvIBgdjnPFEslbt7WsXP5VrT2tLimvMH_BUrfAJAYHIo3MOtuT1YiCZnyMmsGvRzbNmWBYlF73lygnQ_QiBbZC6SPhatUcWA4dRQamM-1MMDVysmPCxRHeIU5JoXgCJhEQwiYQDSOhIJr1rzNfkxUlJy3UMFZmt08IiUXrSoIwZ331NQcE3pQ2QSvflbmgM6VRYJSaFd46hHRjpGTreofpGCrfooIc9z7iqfakr9phG2Ri5ZCiVSpNVSRw7BZec9CuJ8SGIpkaf9uvev-O9VHV-EArUq4lVTpvhrhpQ7KddM-imWBEJ42FLLm2xI9Rm__ZvTO7F34XPtr8HlSPUhXWDzQGjCycIL3LmZ/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
680,Talaiazpia,Talaiazpia,,Mendexa,Vizcaya,Costa Vasca,info@talaiazpia.eus,747 41 22 89,https://bizkaikotxakolina.eus/bodegas/talai-azpia/,https://turismoa.euskadi.eus/es/restaurantes/talaiazpia/webtur00-content/es/,0,Bodega Txakoli,Denominación de Origen,,0,0,43.3552499,-2.4891665,5.0,15.0,https://places.googleapis.com/v1/places/ChIJWXnpGwAnTg0R_KN68w9StF4/photos/Ab43m-u9sBtOAOLVUNlVUdOqZ3bCJKArA6O6T7Y78ViNLYodwXETGYgxubSEZKR4DnpBWkDNJv8ebS5rhq9uGBtBG25TBXDlQHCvUK6Y6wduLpEHCP0pFuOfbUdTE_prdWvCLak9yGS2jgpPiWqSC0oSO75Vl5bB4XEoFhn7rm9t9kMyKAQUVdF2ZFhud8SSJgXte4V5hLX5sJI8wJ4-lllkuZ-aBSR0QIX3y4pnkew01GSwZAugm-UJvM9_suxQpBkTEb5yqFZ2lcov2wBTzauiW9R2G3FeUnUBcI-t3P96NYf2EMmVs6TR4HerGVdQuVJhIY8j02jcyjgAVSRq0cLlx1m8AKchOmjvg-S3Sd0nf5-jRtc9GybgaLuMi7Q-MaaJWIiVNM9uzeqc2I98tDaT920DbcCWlagk-uBQHin_8uRbOksaTvtv8r5zlnO_ahTc/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
681,Torre Iberdrola,"Restaurante ubicado en la primera planta de la Torre Iberdrola, uno de los edificios m&aacut...",,Bilbao,Vizcaya,Bilbao,torre@grupoiruna.net,944 35 43 49,https://www.grupoiruna.net/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-torre-iberdrola/webtur00-content/es/,0,Restaurante,,,0,0,43.26817579999999,-2.9385353,4.2,444.0,https://places.googleapis.com/v1/places/ChIJmTi3z5vOMQ0RuL4c1yjVAu4/photos/Ab43m-upzR_wnoj_ChWXVOeQ-hqlW_AS5jP_95cZwdWeFBBh1T5TtxhJ9lZGdT-cN9pi1ujckRXZrLB_PYqd2kdiZTu_WXgtBeM0uqSwKVtMX8LMmMqQpBE38pNx20D_-uDiHsweylUhuNwl4DIh7ItFLXkf34drOBS2R95fj5VJlTrHai9zcusACVcYZcwGBsossBQoiyJHDB6h7aYi3azXRkd9ccgNkCz09gXjxcvZ3g0OuSxwJVQ1e_NRsLwYVsEHzcWKYmhkkXWlx5JqRCWY5ANknNYLyDMxZ5mKIFXWlFUOoMQJmXEAlRAJooUieBVNe0FU8DoBQrc9XVicl_Gl7-dRLfiNvJ1hny1XbuRDTBMoN99Xrusk0-FdNsrRRUdxF3AJz4-InCcITR1FNJI5caK2CilthcpLiWDH5p0Znls09GxXVdwPpH-W4sycB0Vd/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
682,The Willow Tea Room,The Willow Tea Room,,Getxo,Vizcaya,Costa Vasca,info@thewillows.es,946 57 99 39,https://thewillows.es/,https://turismoa.euskadi.eus/es/restaurantes/the-willow-tea-room/webtur00-content/es/,0,Restaurante,,Moderado,0,0,43.3273054,-3.01247,4.5,586.0,https://places.googleapis.com/v1/places/ChIJ1YVHuyxaTg0R3W0hrk6EgL8/photos/Ab43m-tFkn8HL076gHrFv9axJBsTDfw58XDt8IBt2U-eN-_lz8il8bz-U6OzwxN1YUOUEcZusU-1TpvWm6M00MMIL-mSE03nNKVwGCTswDOaYUpJL-3W5_JEVhaABjkevm4C9285AJwaiyjdje_ZCKThUeNyFJNgHHQ199g57aRRd2db6mEMMVmKuludaFaPvsPX09Gk5t0UhJceBneO1j4OBC0BGX283WD8n448kbxtzrPO2x028xEAZXtp6G997ZA_QwSv-IkpNZvTc44V7RUqxCN2ALIpI1GJzB1MrsvqqI5w7DfDaseeDUL2ceao6ddnVlazn6SBHJettajCs_lujMr1OkoarMXyC3uJlxsHHLnp8r6dfIEyZg_lE77Ze_mpQDKrisOMGeLbNv7iDtxOudjE7b9CxRL19UQuxXWLu0ifWrS8XUPTweaEkgQx4_s0/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
685,Kobika Jatetxea,El Restaurante Kobika destaca por la  cocina de autor en la que prima el producto ...,,Durango,Vizcaya,Montes y Valles vascos,,946 81 00 03,https://www.kobika.es/,https://turismoa.euskadi.eus/es/restaurantes/kobika-jatetxea/webtur00-content/es/,0,Restaurante,,Moderado,0,0,43.17379,-2.634574,4.6,880.0,https://places.googleapis.com/v1/places/ChIJvRrwf5IyTg0RfdUq2u4oqpU/photos/Ab43m-s-jkpvxcmwwUXJaUnJ_7X1J4fk0ml0gvaVqY8FRUH_nVZYzdxcsiIz3lnei-nqnMpFr183TAT6OVS0DpD157enUeOLyo-4oF_km9hILc_fU-BRBN_8-aDANqImG_kAUyJh9UBfN6mWmh7y_QQJqYB1d3O-Ck9gxlvvEVTw_nKVEu5--M6VUyOL0YSMZrhTXUeSFcy5fNETdIAFxAJedn3jJgOzbblc2plfCC7SzqWSoD58WvmJ0Zuelm5Hnk9tM8jMp3awMNX3ZfkBrBW3jsBwFt79TphT0sbjGudtNWaesiz22zw3e5ycWfA0sd34JedJvacK9ARloY_tlSixcVKdM85DotTSEZhai16nJBQNszzlYPqy8OQVr_MedUV9O9IhQkAwJO5R0xWo_w7MiUh7sEHNWqDWuJobaoxW8DGOQg/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
687,Bixigarri Gastroteka,En Bixigarri Gastroteka han adaptado el sabor de siempre a la estética de hoy en...,,Errenteria,Guipúzcoa,Montes y Valles vascos,info@gastrobixigarri.com,943 24 65 65,https://www.gastrobixigarri.com/,https://turismoa.euskadi.eus/es/restaurantes/bixigarri-gastroteka/webtur00-content/es/,0,Restaurante,,,0,0,43.3135391,-1.9017415,4.7,209.0,https://places.googleapis.com/v1/places/ChIJJ62qQxSpUQ0RjXnZFqgl-VY/photos/Ab43m-tE6l_9qBVc7P8nlJHFVmNvTsuRavu5OQkC3ZfpTwsWwiu_5nz2bbQMVW7NpTsPwRWroXpSURJ9upZRZy0B3ybBnyDFDYbbUb1MtIYCkSK2uAF2xBbsV98PiTHTOTughVzaOmT9UZCsqqOYtkc76cSU35LYmrugxe-Nx7bBwDiKdPtkaxyaMqUsilupSl-1tuh-bBQDk3H5BAsdwU_itE85V_VZXlQnal8-KP9PyMZv9rkc9GvQXRk165cGXNSr4-QwWSHMexUg-uUDnra_1FVzr6WL-tICB_uNA9dZfxtMySNpjfCwIqJ0Pkct0rWQjzbc4SyKPLBloDbKUACgYjGgV-tCNQzZ-76gK5cQkUeqqijkmPIMj6yXSLuu5smoAVo069Oe9sJrU4usWZtbhA8ShBFMmki4FJzBtSKEnKs/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
688,Bertakoteka Jatetxea,Bertakoteka Jatetxea ,,Tolosa,Guipúzcoa,Montes y Valles vascos,iker.bertakoteka@gmail.com,943 02 16 00,https://www.tolosaldea.eus/jatetxea/betakoteka/,https://turismoa.euskadi.eus/es/restaurantes/bertakoteka-jatetxea/webtur00-content/es/,0,Restaurante,,,0,0,43.1342119,-2.077229,4.5,171.0,https://places.googleapis.com/v1/places/ChIJG66rEAdLUA0Rm5bx6t12kbU/photos/Ab43m-svrNdgILwS2NAoCYFIpsB606q8D_mwH4zGq7XAAWgi2X5AQec7UbNyu9QVpxglJ_nNt-jWhJqASuLR1z09f8KXNdCmmOwSCKmGnZi7ZN5-mz7ghewRZVsDM1uZn6L_Odlco8Fqf8gP578WnF36vQa3pMEs8DERbxqZD0R3Z4EHeknCoKUl3aMXe7cVQE1_BbHFclPIJL-tbLDrJwhhQXGEgz7yO09cIj6m074jRZKVWMBL1wilpVV7pRWqcqaQKZfUE-kwtkHAX7w2prSSB1kiT1pyWXIY3kjDTJkvVtt7MgV9dahzmfVjvRL2yMicHXr4HcI0MG7wtR6ls5LhrflJWoq9nQ0MEst6vg5cOT02NwE1wOBNzUr-BIxd2rhiq5jRgQMCyuZEbqsLQqoFzvCcO0UJuE4abrmFA_2q5RJZVtzr_I_8wc4w7OHcdQ/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
690,Muka,"Restaurante ubicado en el Palacio Kursaal, junto a la playa de la Zurriola. Su cocina gira en tor...",,San Sebastián,Guipúzcoa,San Sebastián,info@muka.eus,943 00 31 62,https://www.muka.eus/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-muka/webtur00-content/es/,0,Restaurante,,,0,1,43.3243096,-1.9783249,4.1,536.0,https://places.googleapis.com/v1/places/ChIJ0V8LmealUQ0R6U7aRwwkhPM/photos/Ab43m-uXccFSeGfsBq017vgPDlpus-ReIdpSMVTcJQBtfgMHIt8KFDyHOq5QcDKiQgVNtCyPAg0Os9RKaFwHTspBnDjFclSB1DRMhID6TClb5FysZ41z1Vor6hq6Mw63-N7nNSsZMZHyByVWDdSKobEcwGioJZmdFX__OxlFJrQjQREp7wK4PTotM_cG12qXPtlYCncaHtuB1YCEwq1ac3CvQXp6ilxvvf5RmoMkDYE1tnJfeErQMg3LdT9RDOq_ExMOeaIVddLY1Ehjo9aMa7Cq3HXj30HcI6n9b-ZAEed69snyYkOixyM8TR8rIjcjR60ZGjVEgtrwuCNEPsK03YlL0pu_kt5Y8Y3NcGo8IphZ_1MKa9SAh7ZprhEUjSwjswoWJOtxFGmzV_VRWKxK8OLQCIX4BDMzMtL9Gvq8rj7ahn7pqs2jtvmlWN5L-XtgySW3/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
691,Txakoli Garate,Txakoli Garate,,Llodio,Álava,Montes y Valles vascos,info@txakoligarate.com,659 97 37 64,https://txakoligarate.com/,https://turismoa.euskadi.eus/es/restaurantes/txakoli-garate/webtur00-content/es/,0,Bodega Txakoli,Denominación de Origen,,0,0,43.1493763,-2.9712914,4.9,16.0,https://places.googleapis.com/v1/places/ChIJB6JTPhBTTg0RzbpvU2vDrlI/photos/Ab43m-si9JMMJenQIAvJ75aUSPfLLUw9XvL63RxPUUu6vnu3HMed65yioqjM5gzaLLucv0dN7Q-6_LcwNisR3lL7lSe_MZoqo0EiRbTmBIU7HWC5R5nRZVhF_aG4M__Kbee_iXcAXpfQhWbHkQQp2kW8h7Wexn4rf3OBXXYfKdsi-VhzdE25Dq4p9GyIIsrrs2atfV4MeGxjA7hfbWd7igxvcIHp7q8kZDcKWxfAMc5uOcAdKI0JjuHEWiAUMJAk3fY09Il67W8uktIsVzlzUChWQBSxZr4Pu4RzeqJLoNEDZm2QBH4kQQIjhuzVsbXb2GQrP0UAJAVSoYYOFAUy1uBpIshVeS51sKeso3GsqHa7yCvhdwuORqioXVpon_blJJ1rk6_IZg1LhAyFdqmhR2iBSsV5VviOV7U-HHv0-Wzv8FA/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
692,Bodegas Contino,"Viñedos del Contino, el primer château de la Rioja nace en 1973 impulsado por la bod...",,Laguardia,Álava,Rioja Alavesa,visitas@cvne.com,945 60 02 01,https://contino.es/,https://turismoa.euskadi.eus/es/restaurantes/bodegas-contino/webtur00-content/es/,0,Bodega,Denominación de Origen,,0,0,42.5007284,-2.5067174,4.8,112.0,https://places.googleapis.com/v1/places/ChIJAQAAAADETw0RFWzkcGuhdPI/photos/Ab43m-uv_HRbnZ0ldi9NcQcGJD_gHZ4J-MTGaf2fmHOw2aHJSfvaqxTt9FGnbLW-RPNjbXkeP0ot9SgcbvrdaEMhk_v22wjBWcZBCCe7424Z9pVFxWxbryNJEd4Gngm7JsKZhO6S29aZU51DKCMekXR9lJxEISLhbfbvoLhptrPUL5_hog_eqrmwsjomK_HUJQJMYxZrv2tw7P36SKp-VG0ybsos1GeuceXOvSv2dHUdVtwhAeuaNWypDLiUkcCJT44jO-YEX9dFrwJ0mDre9mMvv5YmfqzsKkdLAoUEDkKbjCwSPheLLVh1bSHU-48piLh6UzA_rZ1J2v2nv79Kxhq17xV-y8W9dE1F7w2hnZbnTg4xZjJOrsT7NPXddKEqAZmYyXAtR0gowm31XWQTRNJy4VLUK_PcfLc_gy4yKsDM0qeuLCg/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
693,Restaurante Txispa,"Ofrecen un menú degustación, con algunos platos tradicionales como la chuleta,...",,Atxondo,Vizcaya,Montes y Valles vascos,,691 71 45 86,https://txispa.com/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-txispa/webtur00-content/es/,0,Restaurante,,Muy caro,0,0,43.1187823,-2.5895411,4.6,161.0,https://places.googleapis.com/v1/places/ChIJz-u9dpzTTw0RZHHXvqX4fb8/photos/Ab43m-tZIWPRW8yzpX5qDgu38atZeTgbWpXz1oqXDJW3vNDzZOprjoByB_2HYDf7zME6A4bfgyZ1yrL5i51pCecRRmu89rQbkSP2N2eO_TDBx0lgwUzZ1XClM9KDyBk95DILEth_D-AnhXkUQrLSJ6KJ4pYQQ-K73Q_Jx6VcIkI0Q6L-QFtvANpRLDnbOozy4BSLYNNfHZ6IS4q7i7-Tc1nIHybudhCxQouEFABfcsm07340i4dnWw4FZjbkQ7HVkFFXAFJD7wtRal31stIUkREsQxojJ2T39sM2szRCaJNchykoRshfW5W_97DUv7NSe96jUitw-AycV7aJA0nj8G6Mtf7ohOhC6gi891hCAxY2t5GPGdN0CfbaPD_cw-Ilv9gBu4BTnMea8nyrvCRkNxQbAk_mAYS1TDyRbYj4gifu_1or2gd5tdVjaAIpZRx7duuU/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
694,Bodegas Alutiz,,,Samaniego,Álava,Rioja Alavesa,info@alutiz.com,945 62 33 37,https://alutizvinos.com/,https://turismoa.euskadi.eus/es/restaurantes/bodegas-alutiz/webtur00-content/es/,0,Bodega,Denominación de Origen,,0,0,42.5686062,-2.6841202,4.8,99.0,https://places.googleapis.com/v1/places/ChIJRZubDY72Tw0RUoyXIbZTDYo/photos/Ab43m-t4uZVPCsK_LTWxkDnrWTVIL1AxA2wS3KoCKGnC6RmvxPyn_QDubDTqHueqO4UaRGusrvb_1MS9imJ8LrQCy1RjnL-KGYcvpw51WSyr-CzOIIn0TCsSq5DywmJRWOVCVzsPq2T4v8VuRbankJjNf0HQvOSw50d0S4wtaN7_AXdyt_w0-SqQBHIshoth8T-o2oQkOJndPompBhLKzQCTaqZYaGLfl9lHgpk53IWmIGEASWzjML35zpcEiLFL97gEpqC8R2KXpOuPAkc_XOV674c0v6A1uLdhyHywBl-7zndtsp4Y_4mXXBbca88Tih-Z7rUDcoxlK1j6NE3pDP5oBkF0jiruXFsPt3bhnjuNp6die3cO0EKKxCdgFqiASygvOea1pEZvIGB4XEB9IXEc1B_MBhN8DFV4GdKSQ58PgMY/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
695,Bodegas Las Orcas,"La bodega es de reciente construcción, tratando de ir en consonancia con el nuevo enfoque ...",,Laguardia,Álava,Rioja Alavesa,lasorcas@lasorcas.com,945 15 98 70,https://lasorcas.com/,https://turismoa.euskadi.eus/es/restaurantes/bodegas-las-orcas/webtur00-content/es/,0,Bodega,Denominación de Origen,,0,0,42.5135165,-2.616503,4.9,36.0,https://places.googleapis.com/v1/places/ChIJxUnvn1P4Tw0RHsatkwLkStc/photos/Ab43m-vCLdmfXb0nihMCMMnMs378q3JSc9j9FxTWTdghVkB22NKcUyX2PqvpCLKYXaMEQss_MGAwkdkLTxENUo7GJ7voMA0XPnpGYUaXkQnMfRlYSEVnpXloHqZANphz3orpXYBGea43vj5sewSEVTJuaXFADJpHF4WlCn2ehoLyHC5JEdhqRQPo2dZfMw1ZMAB_cvz4BFnux5YL7aeAW3gE-ByS9mMjBXXxrrflZkaYuhkgYM_Vj0HfdOKdMwWoYS8X4p0zBlXEpgc9FJdBCyIHeN0qAlXfAaIf3szjnQEpLr4JCiDYdE--qOevGvvkts4h31hsySulWGM0aRbX7HRGHTGBEsRR6QhyZ2MrxQ6ofukr2ZDHmCl1kxxAZDZLX29ED8Uxv2dHtSnY5tcDyyvFAtADEuC-TtK_VixAuDYAI7sIyi0W/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
696,Islares Restaurant,En Islares Restaurant queremos dar énfasis al patrimonio gastrocultural e histórico...,,Bilbao,Vizcaya,Bilbao,info@islares.restaurant,747 42 10 86,https://islares.restaurant/,https://turismoa.euskadi.eus/es/restaurantes/islares-restaurant/webtur00-content/es/,0,Restaurante,,,0,0,43.2672023,-2.9350107,4.5,329.0,https://places.googleapis.com/v1/places/ChIJ8dkn475PTg0RId5X2UZIrEM/photos/Ab43m-s2G3rBtaP04gyxmpVHsic6-UYHFw97Gr18MJ2tLW9HOD30-SkSjPcLmNCf5B4DXquwi7OyG_TpmSjAAVeMqLTuxkALaiIBaaeJoG8f_va29RTfdexUwNRv06_wrygBCzGkFxkIbXDaioZDdFVC0_RTWkXYb_GjrqPO_czKodof1IHA-DD7wJYm2n0WiwJHnY4hVXZwAc0jrSKpY_AXzhhQRj8jHxNLlxa8xL28s5aDvFz9u9MhO3ISKpKmT_mKuY3kMpjAAbe-FJtcek8S1XiZ_SGmdPgOiegkumzndcixH0A4ysIzzweAkQYSWWkAlgMNnDkg4ahdth6B0sVpbh__JP5QMe_6SYDhCQaS5RApqCwO-K2uE-TbvTnEgcE5Sjs0VduGwQyuD0Aty0e-2UblUx1ycEzVJg9mVcGmWjbz-CI/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
